dataset	window	paa	alphabet	approximation	rules	gr_size	frequency	cover	coverage	pruned_rules	pruned_gr_size	pruned_frequency	pruned_cover	pruned_coverage
winding_col	30	30	9	0.12622451878491994	16	73902	2	0.18	0.3816	8	73526	2	0.18	0.18
winding_col	30	30	10	0.11801879554540819	4	73974	2	0.0744	0.0744	4	73974	2	0.0744	0.0744
winding_col	30	30	12	0.10107225849037285	2	74078	2	0.0248	0.0248	2	74078	2	0.0248	0.0248
winding_col	50	2	2	1.007985831502706	7	144	50	0.9924	6.5316	2	108	25	0.9924	1.254
winding_col	50	2	3	0.9639727881928095	11	214	42	0.9748	5.864	5	166	42	0.9748	2.9444
winding_col	50	2	4	0.8927209789106808	19	464	50	0.9924	6.1328	3	340	50	0.9924	1.782
winding_col	50	2	5	0.8251515513593835	18	502	43	0.9908	7.0028	3	390	43	0.9908	2.0956
winding_col	50	2	6	0.8143178954592317	20	362	50	0.9948	8.2452	6	256	50	0.9948	3.4804
winding_col	50	2	7	0.7989668904346636	26	478	45	0.9968	8.9064	7	342	27	0.9968	2.0864
winding_col	50	2	8	0.7809356873695752	28	532	50	0.9936	9.6876	7	380	50	0.9936	3.4024
winding_col	50	2	9	0.7672850985995043	31	722	46	0.9988	10.1072	7	552	42	0.9988	2.0316
winding_col	50	2	10	0.7681319571185267	37	882	50	0.9996	12.846	5	644	50	0.9996	3.4956
winding_col	50	2	12	0.7512459272797871	45	1022	50	0.9988	13.5188	6	736	50	0.9988	2.9636
winding_col	50	4	2	0.7772422298286932	86	1992	24	0.9964	10.7356	12	1400	19	0.9964	1.9852
winding_col	50	4	3	0.7336659937010468	153	3964	14	0.9984	14.1056	14	2852	14	0.9984	1.724
winding_col	50	4	4	0.6884203133775335	241	5656	12	0.9988	16.9084	19	3880	12	0.9988	1.6876
winding_col	50	4	5	0.6434050388143951	266	6596	12	0.9972	17.6304	22	4644	12	0.9972	1.7
winding_col	50	4	6	0.6167890551762302	296	7592	10	0.9996	18.7432	22	5400	10	0.9996	1.8
winding_col	50	4	7	0.5959645705352643	315	8296	9	0.9972	18.4724	22	5952	9	0.9972	1.6416
winding_col	50	4	8	0.578945210223873	368	9148	9	0.9992	21.0756	21	6372	6	0.9992	1.5188
winding_col	50	4	9	0.5701955099634162	346	9624	8	0.9984	19.5912	22	7032	8	0.9984	1.5664
winding_col	50	4	10	0.5621949923057616	385	10284	8	0.9992	20.4116	24	7396	8	0.9992	1.618
winding_col	50	4	12	0.5485857539262027	391	11056	7	0.9996	19.8544	26	8136	6	0.9996	1.51
winding_col	50	6	2	0.6735885620310998	151	5170	18	1.0	15.6744	14	3856	18	1.0	1.652
winding_col	50	6	3	0.6144911651028793	273	9532	11	1.0	18.2212	28	7054	11	1.0	1.7868
winding_col	50	6	4	0.5712114647519552	333	12108	9	1.0	18.8184	29	8958	9	1.0	1.7356
winding_col	50	6	5	0.5281556045564534	364	13832	10	0.9992	20.2912	22	10242	10	0.9992	1.5708
